Timestamp,Collection,MinSize,Rank,BlockSize,Runs,OutputFile,Bytes,MB,GB
"2026-01-17 11:17:28","/media/jpcastillog/Respaldo 1/PISA/ClueWeb09/clueweb09.docs","4096","il","512","t","/media/jpcastillog/Respaldo 1/temp_sizes/clueweb09_min4096_rankil_512_runst.bin","4179379328","3985.76","3.892"
