elements_per_query,time execution,size_intersection
6,538.9,123
4,235.8,100
2,1061,6095
8,6892.6,10755
5,2112.3,3595
4,1438.1,3050
2,471.5,898
4,258.4,143
4,407.5,364
3,906.7,1313
4,8491.9,258274
4,2038.5,7394
5,1980.5,1943
4,3441.9,10451
3,2041.2,16725
2,11274.3,200121
4,404.4,326
3,6145.4,51464
5,596.9,728
2,216,220
3,1697.6,7012
3,10875.8,127059
6,1558.7,1010
3,688.8,1382
4,1312.9,1695
4,1085.1,2494
5,1457.9,876
3,772.3,1257
2,393.5,1400
2,480.8,1915
3,1384.4,3109
3,297.5,408
3,338.2,83
3,2463.6,24873
4,596.9,140
3,1930.3,7105
2,374.8,1480
3,551,280
6,437.5,15
4,4063.1,20586
3,3772.8,23962
2,476.6,2371
4,3746.1,13351
2,547.1,1500
5,1842.6,3578
4,885.8,3232
4,193.7,12
3,1214.3,3839
7,41330.2,496167
3,20539.2,696985
5,333.4,42
5,2265.5,2529
4,349.5,147
6,250.4,31
3,1658.4,6586
5,2960.8,4198
5,4090,7832
2,2634.8,22874
3,418.3,543
4,7736.2,51606
4,2011.7,13400
5,2239.3,5615
3,1523.9,6231
3,1187.5,3255
5,570.2,73
4,1687.4,7734
2,531.6,1356
4,634.8,338
3,1186.3,3035
6,406.7,112
5,2867.4,4615
3,10391.3,119931
3,431.7,552
3,291.7,370
3,417,804
3,261.4,248
4,16824.4,298870
4,1786.5,1756
2,1107.8,8469
3,536.5,1279
2,245.3,725
4,888.1,2558
4,6813.9,31858
4,5536.5,22681
6,3465.7,6060
2,244.7,1270
5,1133.5,1155
2,255.9,568
2,957.2,6108
3,1071.4,8964
3,1028.9,2948
7,2589.7,2717
12,830.4,299
4,2528.7,4340
3,1918.7,9502
3,699.1,1325
3,3255.3,28127
4,7575.8,45970
4,8598.9,55800
4,453.7,148
3,426.8,961
3,345.3,236
3,541.9,1383
3,456.1,1019
5,660.5,99
3,2938.2,13614
2,397.8,1462
6,792.2,289
3,919.3,6964
4,597.7,208
2,459.3,2394
2,2550.9,20582
3,1915.1,11362
2,390.3,871
3,534.3,1098
5,16430.3,121196
4,462.6,101
3,2251.4,11809
2,987.3,6149
4,8232.4,65496
3,1190.3,4902
3,1022.8,1518
2,2905,47490
3,2716.7,32607
2,1394.6,9070
4,1012.2,501
4,247.2,18
2,1129.3,8370
4,1096.5,711
2,5944.4,70784
5,722.6,334
3,945.5,1586
3,445,2888
3,1485.4,5727
3,2347.5,13605
5,1202.5,404
5,4419.1,10118
2,815.9,2931
3,754.3,3915
5,3381.3,7094
4,2890.7,5435
6,589.3,373
4,529.1,937
3,218.5,113
4,250.2,93
5,399.8,83
3,250.4,185
5,4097.9,9118
4,1830,2804
3,3153,13460
3,744,2822
4,301.7,16
3,2487,19362
5,2431.1,5698
3,1083.4,3545
4,1630.4,1887
3,194.9,81
4,392.1,1476
4,1018.1,2682
3,2495.1,15538
4,3778.5,19657
4,2395.3,5514
8,1128.9,175
2,170.3,101
3,596.9,521
4,647.6,863
3,363.3,434
4,1466.9,1802
3,349.6,326
3,1746.8,4313
5,1430.4,1775
3,1657.9,4444
2,738.1,6419
2,163.9,87
4,1435.6,1451
6,2101,1234
2,10375.7,194255
5,447.2,84
4,2021.6,4599
4,4164.6,12946
3,1597.5,6747
3,305.4,90
3,961.1,4095
4,3164.2,9453
3,2333.2,13704
3,855.5,4336
4,737.6,315
3,1737.1,7999
3,4966.7,52755
4,4788.7,20850
5,11329.6,80864
3,3036.7,16342
3,398.3,1534
3,521.3,1336
3,180.5,54
6,2111.4,1727
4,396,548
3,864,3693
3,979.8,42570
5,272.4,1
4,3263.2,11697
2,1809.8,11427
4,1294,2114
5,3529,7782
3,5796.3,35951
5,790.8,136
4,2137.8,3444
3,4394.9,37925
5,3322.2,10262
3,184.7,51
2,8378.4,138931
5,178.9,3
4,399.3,53
3,1059.8,2918
3,435.5,163
4,5806,23215
4,202.8,13
3,1794.1,8138
4,2437.1,6027
5,1543.5,2286
8,331.5,0
6,590.5,13
2,361.7,2925
6,159.8,1
3,3678.9,30100
4,8559.1,45157
3,868.7,911
2,363,1677
2,671.4,3373
4,2830.1,6773
2,3568.5,86701
3,2155.2,12189
5,2508.6,3418
4,1090.8,2948
4,766.8,1227
3,570.8,223
4,1023.9,393
3,1392.2,13362
4,1706.5,8821
5,2645.8,5982
4,2571,8298
4,2824.6,8759
6,212.5,30
2,578.9,4684
3,1408.2,3601
2,567,2263
3,1864.6,10578
4,356.5,67
3,3573.5,23282
3,209.4,327
4,812.7,867
3,454.4,374
3,2788.7,9299
3,5427.9,42712
3,5903.7,46862
3,1079.4,2435
3,3145.8,15655
4,244.7,98
5,461.4,82
3,420.4,497
2,148.9,21
6,1037.3,324
5,4122.9,7302
3,2194.2,9529
4,2495.3,5724
4,760.9,771
4,2569.1,5832
3,1816.5,13463
2,2319.5,35628
4,2415,7565
4,218.5,39
6,3017,7918
7,1583.1,825
3,287.9,295
2,198.5,433
4,6639.9,33505
5,3863,8084
6,2520.1,1711
4,9003.4,92508
3,867.1,3795
4,529,253
4,993.7,1313
5,448.9,334
3,2463.7,11332
2,539,4404
2,1301.5,12153
4,681.3,865
3,3778.2,25158
4,412.2,517
3,491.7,2222
4,2379.1,12335
2,184.6,218
5,1926.3,6178
3,4797.5,47172
5,251.2,61
3,1566.2,12878
6,845.4,164
2,11242.5,205793
4,1076.6,2217
4,3726.2,8428
5,1308.6,1226
5,4522.5,14540
4,321.8,109
5,233,40
4,1196.3,4184
4,224.6,27
2,6136.5,93647
4,7720.4,62894
2,4807.8,88729
3,7839,72107
6,2295.2,3932
6,1980.8,1492
2,791.9,6667
5,1041.8,1505
3,460.1,311
4,1068.4,960
3,1295,3740
3,2661.8,31424
3,2335.1,20917
3,363.9,201
6,315.9,201
5,1028.5,658
5,791.6,300
4,1624,4503
3,373.5,658
5,1767,2696
3,6543.7,62380
3,1171.9,2437
6,683.9,185
2,1614.6,11253
3,2032.3,16012
8,509.4,90
3,537.2,389
6,627.5,100
5,2456.1,4196
2,154.8,489
3,3097.8,13201
2,285.2,142
3,254.6,686
4,345.7,84
4,3078.7,11474
2,16366.8,376694
2,10523.1,175776
5,1086,709
5,256,18
3,2747.6,9268
3,5002.2,35908
2,270,1190
2,12965.7,367314
2,485.9,1951
3,4092.7,26743
5,7414.6,27639
6,1689.2,777
11,2797.9,891
5,5020.7,19886
3,1374,9404
3,1521.6,3774
5,1155.7,2064
6,216.8,2
4,626.3,1157
3,1072.7,2839
3,427.3,673
7,1798.5,486
4,334.2,19
2,2652.6,60054
6,4314.5,6127
4,3884.6,28972
2,2464.9,27781
4,803.1,566
2,1185.6,5563
2,470.3,2744
6,467.2,26
7,3284.4,1910
9,7404.5,11039
2,256.4,437
3,8420.7,109837
4,715.6,2671
6,2590.2,3628
5,917.6,516
2,521,2000
4,391.2,52
3,977.2,3273
4,7464.4,53768
4,1010.7,5099
3,15896,234677
3,3595.8,31956
4,2233.1,4326
5,1873.4,6535
5,364.9,55
4,7659.9,46354
3,748.2,1137
6,2758.7,3944
2,224.6,373
5,327.7,89
4,1099.9,1659
5,6130.9,30148
3,450.9,622
4,663.3,117
3,502.8,1256
4,3120.7,12131
3,12741,143977
4,405.2,165
5,1357.6,1299
2,1683.5,23390
2,1549.2,16456
3,4676.2,29803
3,183.7,153
3,920.1,4142
3,671,2834
3,1799,6446
6,571.2,147
4,1526,1949
3,2766.7,15847
3,232.6,214
4,3325.3,14277
4,1635.2,2468
3,847.4,3628
3,2791.7,12849
4,2973.3,6794
3,1198.8,3663
3,3732.6,27857
3,733.5,2290
3,307.7,801
2,2428.6,51514
4,2871.8,8683
4,3779,14852
4,1213.3,1512
5,1139.9,567
6,1256.8,527
8,1375.7,1109
4,726.2,615
4,745.9,130
4,684.4,1085
4,5845.9,63321
2,604.8,1045
4,1032.3,1054
2,225,557
2,379.3,990
4,563.9,358
3,652.5,570
3,1113.4,1607
4,3694.4,16319
4,7586.8,208512
3,202.2,197
3,436.3,166
7,2113.3,1624
2,178,1300
4,1103.2,1328
2,2439.8,23188
2,757.4,3843
4,545.7,652
3,701.3,7693
3,419.6,180
2,254.8,913
7,807.5,84
2,869.4,4905
3,3321.5,20044
2,2430.9,24039
4,1241.9,1886
2,821.4,3419
6,574.4,53
7,1019.3,339
4,6349.8,28146
6,1885.3,3037
3,225.4,73
3,2901.5,8930
2,7609.2,153074
5,1160.8,841
5,536.8,542
2,3272.2,34216
7,2839.1,4600
4,547.2,528
2,683.4,2826
3,8598.5,293012
3,2310.1,20487
10,1849.2,409
4,478.3,236
5,681.4,133
2,4154,199061
3,5403.8,53348
3,199.5,87
4,653.3,660
3,299.6,284
4,6952.6,133487
3,393.8,1082
2,470.5,1353
2,216.6,188
3,870.7,6859
4,1155.6,986
2,261.8,661
3,3618.5,19324
2,546.8,1128
4,801.6,731
3,3046,11328
4,900.3,2553
3,3477.8,20297
6,393.6,110
4,1542.8,2837
6,3557.7,5617
5,1817.6,2040
3,449.4,852
3,3284.8,20693
7,3831.5,5581
4,421.1,385
4,2242.2,6312
3,1206.4,3235
4,1107.9,1645
4,1228.5,2295
3,1362.8,16756
3,1076.4,2329
6,731.1,174
3,3339.6,21048
3,489.6,1588
4,1269,2277
2,2121.7,17882
2,1141.8,9404
6,628.4,52
3,6502.6,210912
4,7235.8,42887
4,3450,15543
4,2492.4,6458
5,3456.4,11040
5,5611.8,29209
3,672.1,3400
5,9338.9,253690
4,242.2,169
9,3905,3076
5,1774.5,3912
4,594.1,285
3,1354.2,13270
6,1316.7,1434
4,361.9,363
4,13848.8,128296
5,13277.2,98081
4,369.9,49
4,1573.8,3968
5,7549.3,30387
8,2077.8,802
3,1456.3,7547
5,4046.4,13008
2,643.8,5261
4,188.7,1428
4,642,238
4,1268.5,1523
4,3706.3,11537
3,5541.6,37278
3,503.1,346
3,2879.4,13292
3,3204.5,46530
2,261.3,2016
4,183.8,133
3,367,1096
4,3051,7195
4,442.9,567
3,14319.4,192123
4,10247.8,71318
4,3431.5,7465
4,2819.9,6933
5,436.9,242
4,2445.5,5400
2,929.4,7429
2,501.9,4104
4,3066.5,8367
2,343.1,2697
3,201.3,457
5,397.6,69
2,1027.6,6904
3,5834.9,55124
2,1131,5861
3,806.6,2869
3,5957,54130
2,151.6,69
3,201.3,235
6,905.9,762
2,4857.4,72344
4,596,382
4,3406,18268
3,3076.8,18302
2,983.8,4627
3,327.3,1458
4,574,271
5,953,378
4,1704.1,4392
4,2044.2,5221
3,450.1,356
6,537,631
5,438.2,33
4,1846.5,6566
3,427.1,4642
9,1829.4,360
3,1132.8,5575
2,518.1,5450
5,133.7,0
3,1196.7,4107
3,653.7,3850
8,1735.6,1255
2,1098.7,5441
4,5362,25877
3,605.5,644
3,427.5,1051
3,351.1,805
4,343.1,531
3,1423.3,4907
4,717,560
3,3381.5,35575
3,171.7,3
6,2589,5249
2,281,320
2,931.6,6080
4,320.3,45
6,864.4,186
5,1935.8,2886
3,4194.1,22880
2,7339.5,138547
5,7102.2,21369
3,5879.2,38212
3,387.4,1004
2,511.7,2328
3,2793.6,15101
5,762.4,1603
5,537.3,1482
5,4601.5,9731
4,722.4,700
2,5310.5,103327
4,347.3,442
6,1519.8,604
6,1170.1,243
4,1087.6,1046
4,1183.4,2006
3,275,377
4,4536.2,12757
4,268.8,294
3,223.7,403
2,216.9,591
5,1922,1472
2,623.7,1927
5,1003.8,685
8,2879.1,1930
3,3814.9,40706
5,16340.2,141410
4,377.8,757
3,7089.4,70968
5,1996.3,1666
5,1016,4124
5,521.6,176
8,459.2,380
4,300.4,44
3,2882.6,20432
6,852.2,1266
6,1058.3,675
2,831.4,5188
4,345.6,141
5,2120.8,4321
3,811.2,790
3,8290.9,97458
4,580.5,2539
2,1148.5,7093
2,375.3,1504
3,1281.1,3057
2,131.8,7
4,4218.5,17385
2,1252.6,19414
4,641.8,294
7,5482.7,9467
2,649.9,2307
3,1201.5,8257
4,246.6,208
2,404.4,4547
3,324.9,693
4,202.5,63
2,136.6,340
4,39740.7,1583682
2,36695.3,1889081
3,1699.6,5778
3,472.4,4520
3,15236.5,498060
2,426.7,936
3,1838.7,22338
5,1317.8,461
3,493,2846
2,805.1,3360
6,1147.6,626
4,301.5,97
3,523.8,1080
4,4497.8,20312
3,579.2,514
2,356.5,825
4,761.3,913
2,552.1,7398
5,6010.2,23620
4,1920.3,3430
3,3588.2,14661
2,668.1,4001
2,5880.9,97784
3,729.2,1992
6,2770.6,3366
3,540.7,2525
8,2485.5,1640
3,2828.5,8755
2,476.4,864
4,1049.6,408
4,342.2,30
3,14517.8,514741
5,3571.4,8388
4,245.6,339
3,1248.7,2498
4,2043.3,3176
5,395.3,423
2,215,613
2,471.6,820
4,894.1,1249
6,4034.8,7704
5,4130.1,18068
5,202.8,47
5,934.5,2110
2,477.4,2662
3,4993.2,32794
5,338,36
5,435.1,33
5,9588.6,41207
5,16061.7,111828
4,1635.4,1841
6,2916.3,4575
2,2374.9,23612
2,656.6,2517
2,362.9,1916
4,496.8,479
5,1902.3,4708
2,2247.9,17686
3,4117.9,29884
2,1064.9,3559
4,3816.7,14004
6,3468.9,4764
3,180.8,54
3,553.4,1978
6,1020.5,137
5,2455,5529
4,14996.5,135301
4,2792.7,5605
3,852,1403
6,692.9,27
3,868.1,2376
2,1199.3,17062
7,1244.8,564
3,17128.4,673899
3,1183.8,5955
4,4201.8,18883
3,328.9,426
3,1278.2,6450
6,843.8,188
2,608.6,4502
3,9184.1,320918
5,600.5,1430
4,5940.3,22346
4,699.2,659
2,17557.9,863547
2,2295.5,31272
3,218.2,22
4,247.8,54
5,1823,1153
3,1181.3,1647
4,2520.3,8970
4,4344.3,20851
5,587.7,686
2,237.9,722
3,8757.4,87761
4,729.2,831
2,3487.7,59795
3,273.8,198
4,1221.6,1296
5,3945.9,6896
3,1170.1,2996
5,1779.4,5284
3,1318.1,2505
5,4544.7,19637
2,8128.2,121340
3,2708,11179
5,2740.8,5308
3,5673.7,38693
6,2137.1,4702
4,3673.7,16866
5,507,405
6,1476.2,703
2,2739.2,138055
4,333.6,290
5,4168,8642
3,3109.4,13547
3,3116.6,15049
5,3997,12849
4,657.8,185
4,4336.9,16843
5,890.6,1159
3,284.1,203
3,471.1,503
5,752,1147
8,6234.7,8570
4,1396.5,6510
4,4694.7,20614
3,412.8,1374
4,333.6,141
5,2144.4,9284
5,1673.4,4555
3,5443.5,128507
5,880.5,579
6,255.3,42
3,137.1,276
3,3735.4,24696
3,9679.9,201865
3,752.7,2041
2,239.7,474
3,1243.4,7752
5,3920.6,96235
4,1333,976
4,171.9,61
3,2506.9,17039
2,198.2,190
3,709,3300
6,497.1,170
4,835.2,1120
5,156.2,12
3,933.1,4260
4,1109.8,1521
4,504.8,183
5,1354.1,653
5,12769,58384
7,886.7,444
3,477,420
3,705.7,1514
3,3666.6,25824
2,42955.8,2452383
4,321,68
4,1731.2,6337
3,382.3,106
5,1860.7,1821
5,1443.6,1202
3,3613.7,16229
2,684.1,3272
2,260.2,818
3,141.7,30
2,974.3,12853
3,801.8,9928
7,516.5,32
3,1798.8,4030
4,973.7,1047
3,1419.4,5387
5,1088.4,2603
3,530.6,1607
3,1028.7,3527
3,483.1,599
3,918.6,3894
11,2008.6,1245
2,1465.3,9079
4,704.6,781
4,2153.5,5287
4,338.8,178
3,8842.5,88754
3,427,644
4,961,508
2,880.8,3231
3,232.9,379
5,1005,2650
4,8305.5,72533
5,457,148
3,669.6,1461
5,577.1,182
2,259.8,1153
4,1651.5,2662
3,3808.3,25121
4,755.8,1094
4,188.2,127
6,1807.5,952
3,8808.3,360332
8,285.6,1
3,3035,15994
2,637.5,5325
4,619,553
4,3845.2,16181
4,3222.9,14031
4,1195.3,1170
4,331,200
4,325.8,79
2,442.1,4830
2,1405.1,5686
4,749.4,1565
3,10748.5,111150
5,1370.7,2610
4,1382.4,2133
4,973.5,944
4,229.1,66
4,6251.9,161154
5,745.5,204
3,415.5,352
4,4353.4,20866
5,861.6,134
5,551.1,401
5,3726,10853
6,323.1,52
2,1138.7,13927
4,3966.7,13896
3,556.7,1385
2,685,2329
6,4248.7,5809
3,569.9,1194
2,2285.6,50121
3,341.6,667
8,3106.7,1879
7,2499.9,2273
3,523.7,1645
2,214.1,475
5,26173.2,446254
6,341.6,4
3,1381.1,3700
2,3351.8,45422
4,1431.3,23376
2,10013.4,187512
4,3485.9,24332
3,1646.7,9342
4,335,191
3,711.4,4102
4,9267,58712
2,819.2,5188
2,857.7,4092
4,39644.2,1583682
2,661,4709
3,1246.5,4612
4,6307.3,111426
2,1787.3,15830
2,1711.6,21449
3,495.5,290
5,2696.4,3847
2,292.9,775
5,7733.9,54301
6,3297,10252
3,804,3543
4,4654,17208
3,710,16065
7,1425.6,92
3,683.7,4530
3,2322.1,21977
4,3693.2,11584
4,916.3,1750
3,3312.3,23768
3,516.4,460
2,189.8,74
4,2849.6,9024
3,758,1566
3,10720,129249
3,221.7,478
3,708.5,2342
3,332.7,198
3,1059.6,1941
3,2171,11432
5,3793.5,10346
3,1523.4,4598
3,3071,30031
3,267.5,189
3,7853.2,65690
3,362.9,237
6,1154.9,569
3,15569.6,233712
4,1356.9,1978
2,864.4,6595
8,303.7,4
3,12523.9,368176
2,8419,144564
3,250.2,797
2,541.9,3442
3,359.3,735
3,11224.3,149854
2,176.3,92
3,6868.8,54936
3,1833,7801
8,1774.5,271
3,521.3,611
3,950.9,4249
4,342.9,50
4,442.2,406
5,1946.9,4082
4,8866.1,56908
5,517.8,293
3,220,53
3,2446.7,9976
3,6399.3,43842
3,1270.1,3898
4,2384.4,7793
5,5615.1,22437
6,2180.7,1520
4,1363.3,670
4,2138.4,3033
3,2095.3,5272
4,560.3,440
4,283.4,20
8,678.9,197
3,148.9,102
3,466.3,288
3,378.7,956
6,1110.9,313
4,157.6,7
6,1845.5,713
3,8477.9,81378
3,388,2841
2,1464.5,7603
3,1915.1,6616
4,407.8,60
3,1504.4,5437
3,32646.2,1242253
3,1477.6,4657
3,359.7,397
7,937,1918
2,759.8,3727
5,783.9,485
5,1945.5,2298
6,335.2,92
4,208.5,4
4,5876.7,27924
4,3860.1,13701
3,290.7,933
2,2187.3,28388
4,6785.6,34509
3,206.1,50
3,312,69
4,3155,7978
4,3208.5,6858
5,410.3,307
4,5794.6,27547
3,3003.2,20079
4,222,8
3,315.4,213
4,2106.3,2580
6,1244.6,1273
5,585.8,373
2,3104.3,31832
2,377.3,5740
3,247.4,1368
3,2888.5,8659
3,1003,5654
4,4256.6,18590
4,3442.4,5602
3,489.5,3559
4,770.3,366
4,1651.5,2790
3,3029.4,25976
4,1069.1,1131
4,4929.2,23449
4,1042.7,655
3,2847.2,95442
3,266.5,478
3,1120.2,2706
3,947.3,1975
4,1385.6,1905
3,2798.5,10899
6,1031.6,442
4,633.5,591
11,1802.1,1353
6,1060.7,813
3,431.9,1236
3,439.2,7417
5,3604.8,15542
4,1422.7,1600
3,3910.1,28078
3,1302,10040
7,4176.5,4099
4,1622,2540
4,1150.8,2895
2,387.7,544
2,186,263
2,227.3,947
3,3119.1,33609
3,6244.9,61198
3,913.8,2078
5,16379,357265
5,1663.6,1864
5,2758.5,8111
2,489.4,5370
3,1153.5,2955
3,7087.2,64962
6,411.8,340
3,838.5,1758
3,6246.8,49954
3,1873.1,33920
5,7296,31049
3,2717.3,51130
3,7265.2,70886
3,445.5,715
4,843.6,397
2,2008.6,26574
4,542.5,387
2,529.6,4646
4,306.4,485
3,2358,19715
4,800.9,2589
4,704.2,705
3,1099.7,12211
5,349.7,79
3,676.8,982
5,2265.2,3164
6,880.5,412
3,1293.4,5655
3,925.4,1221
3,893.3,4736
2,2201.2,20446
4,290.5,196
3,12997.6,324394
4,4771.8,14700
10,1425.8,489
4,1146.8,469
5,4489.1,11488
4,1398.7,3103
3,3232.1,33395
6,1687.5,702
4,1707.1,4963
5,1550.9,848
4,648,825
9,7052.4,7390
3,214.2,132
3,1193.2,8329
4,1324.6,1531
4,675.8,584
5,2052.9,1916
6,3731.5,6536
8,861.1,170
2,596,3798
2,1446,8841
4,6798.3,37061
5,356.3,254
5,1223.9,696
6,1111.5,387
4,2593.6,19436
3,998.8,6808
3,721.2,1903
5,383.6,125
3,205.7,21
3,4493.9,33377
5,1218.9,9559
6,841.8,1077
4,5087.5,14008
3,336.3,538
5,1543.5,1198
3,2650.9,14322
5,342.8,20
2,3459.7,42801
5,9826.6,48747
4,5546.6,14316
2,255.3,516
5,1062.9,1418
2,800.4,5790
3,8398.5,76232
2,6482.5,145698
3,278.1,294
6,7258.7,24111
4,8119.3,157767
4,391.2,1054
5,7197.8,31720
7,153.6,1
3,605.3,2053
2,644.2,5128
4,199.6,5
3,3072.3,14899
3,1735.2,9116
6,5386.4,19195
2,4281.7,51744
3,441.1,272
4,1152.7,1029
4,379.3,495
2,2947.5,30858
3,194.1,97
3,13309.7,479635
4,726.7,592
4,2817.8,12810
3,640.2,1489
3,1821,10423
5,214.6,16
3,739.6,480
5,1688.2,2929
3,648.9,5431
3,760.8,2474
3,181.5,7
3,1029.6,4494
3,2145.8,6657
4,2151.5,3897
4,315.3,388
3,1739.4,12076
7,581.2,56
2,1331.1,9931
8,301.4,0
4,366.5,36
4,169.5,12
3,258.6,163
5,2009,2751
4,4736.1,34991
7,472.9,127
4,4554.6,21185
3,2134.4,19601
3,319.1,917
4,450.7,430
2,5027.1,62817
2,2871.5,48073
3,1754.3,5405
3,393.4,928
3,563,543
4,346.7,345
3,886.9,5564
5,812.5,816
5,800.3,1119
3,1508.5,6108
7,4346.5,6183
2,594,2091
7,308.8,5
4,934.8,1101
4,2755.3,8436
4,1395.1,5385
4,439.6,1695
3,2407.7,8960
4,383.7,87
4,433.3,600
4,9296.9,251631
3,6920.3,71737
6,266.6,5
2,23652.4,1003633
2,2151.8,22351
3,505.6,672
5,3098.3,6363
5,1369.8,1280
5,393.7,179
4,8298.6,54088
5,2206,2995
4,8278.4,57230
5,9605.8,40676
5,1610.1,5534
4,3058.8,26820
3,1281.6,4250
4,2753.4,8234
3,597.1,3104
2,487,2485
2,993.7,7066
2,287.1,662
2,539,1728
2,10126.1,181972
7,243,14
4,3517.7,7446
4,345,274
2,1294.3,11470
4,280.2,90
6,1391.6,593
2,612.5,4163
4,240.8,36
2,215.4,387
4,3861,13287
3,2335.9,10174
4,1671.3,5894
5,965.1,661
4,2314.2,3333
3,575.8,639
7,830.6,553
2,916.5,3420
5,4347.8,12697
5,700,164
2,160.6,166
4,608.3,194
5,1278.9,697
2,1010.1,4717
3,906.7,2089
5,280.4,83
3,2652.4,15382
5,1992.3,1811
4,175.9,3
3,7105.2,48617
2,228.3,725
3,2804.2,12065
4,1741.8,5108
2,344.4,1475
4,677.3,15206
3,2360.9,13807
3,387.5,2841
5,1507,1041
4,744.8,1451
3,833.3,1014
3,2870.9,17835
3,384.8,211
4,702.6,799
4,800,783
4,159.2,8
3,332.6,212
4,827.1,1713
2,3412.7,54294
2,1753.1,13619
4,809,193
4,1569.6,2087
7,211.8,1
4,6836.1,50274
3,867.8,1923
2,517.8,849
3,1290.1,8849
5,1505.5,6181
3,1294.2,1598
7,878.6,38
2,375.8,1028
5,1145.1,966
3,331.6,2469
4,711.4,606
4,1822.2,4843
5,318.4,16
5,2199.8,2317
3,3572.4,27987
2,1364.9,8130
3,5908.1,71488
3,4451.3,42240
2,285.2,1321
2,882.4,5678
6,652.5,456
3,298.3,177
2,1501.2,9581
2,699.4,3644
3,2298.4,7403
3,129,7
2,302.8,821
3,10478.6,149318
3,2131.8,11706
3,8216.3,76451
4,2772.5,7143
3,2565.3,13096
4,2387.2,3707
3,379.4,232
3,1830.9,4809
3,12630.3,374239
4,4247,16847
2,3435.2,86649
3,251.5,58
2,4688.8,76346
3,3106.3,17674
6,242.2,42
4,1626,1896
8,426.9,3
2,1220.1,10983
3,848,545
3,5131,32331
7,7063.6,19117
4,1300.2,2903
3,440.2,387
2,369,1572
3,2018.2,7374
4,5722.4,31980
7,506.7,225
2,473.6,906
2,600.8,5933
3,445.5,255
2,770.4,4007
3,451.8,1954
5,5820.5,19359
2,8728.6,382000
3,159.4,38
3,15094,211617
3,8167.7,252630
7,2991.4,1926
3,352.2,1045
3,381,869
3,888.4,3734
5,4497,8799
4,1162.5,2620
4,2818.5,9680
4,564.3,238
3,953.4,8009
5,361.7,68
3,416.7,346
4,371.7,192
4,506.6,311
5,2223.2,4274
3,517.8,3375
4,665.1,2260
3,4829.1,37112
4,4313.2,12511
4,245.5,17
7,1081.1,554
2,1895.4,16073
3,1236.6,2233
6,2366.7,1474
5,360.4,34
3,1528.6,6887
3,2258.7,6449
3,368.8,2404
3,407.3,897
7,4208.2,4092
4,5757.2,31148
3,292.3,174
5,319.9,135
3,1440,4571
3,500,844
2,1110,5989
5,1607.5,2704
3,177.1,60
6,1345.6,1029
2,562.6,4091
2,3010.3,30622
6,198,3
5,435.9,224
3,996.8,2099
2,1101.5,9671
2,747.7,4728
3,9214.3,94316
7,623.6,1240
3,4504.7,36132
5,4225,12768
2,195.7,196
3,264.1,87
3,3641.8,17284
6,555.5,210
4,1122.5,5382
6,1189.5,877
2,2920.2,30698
3,9793.6,106660
3,298.9,115
3,616.6,1398
5,962.3,368
4,224.4,53
2,724.9,4311
3,4779.2,33258
4,229.9,120
7,1082.1,118
3,520.8,2477
3,548.9,1337
3,2131.1,9262
3,1002.7,2421
4,448.1,317
3,474.8,1442
2,1778.9,18915
5,670.1,140
4,795.5,781
3,699.8,3203
3,377.1,1010
4,5232.5,28837
3,264.4,1563
2,447.8,6018
4,1712,3198
3,484.8,749
5,1305,5787
3,401.6,1148
5,2406.8,7686
2,709.9,2466
5,967.7,434
4,1279.7,5880
2,829,7577
3,809.3,2034
3,586,2147
2,420.4,2156
3,995,2715
3,4244,37126
4,2786.9,7655
3,510.6,763
4,536.8,142
7,1689.4,1967
3,295.2,139
3,227.3,40
5,590.2,54
3,4104.4,37584
3,819.1,2714
3,435.2,1084
4,4976.5,17487
3,1727.3,4955
3,897.2,3149
3,390,329
3,291.7,328
7,541.8,384
7,4634.7,5125
4,4098.4,25153
10,5126.8,3495
8,449.1,130
5,3743.3,7752
3,3617.4,20640
7,316.5,4
4,143.7,1
3,751.8,2291
3,1612.6,7974
3,183.2,55
3,1609.5,9072
3,6786.6,47834
6,371.2,8
6,8216.7,20493
3,2501.2,12983
3,3785.5,18808
3,276.7,1080
3,6533.3,223433
3,8586.8,76334
3,870.7,1800
2,207.6,590
5,4440,9929
4,221,45
5,1041.5,1314
3,523.3,393
3,2643.8,14707
5,586.3,200
3,18554.5,705964
2,463.7,7766
2,126.2,2
4,425.9,142
5,3192.5,9748
3,344.3,329
3,514.6,2627
2,370.8,829
3,3437.7,34548
3,728.1,1349
5,6556.9,20668
3,2867.3,11949
4,1205.1,1129
3,684.9,879
2,2072,15838
4,261.7,100
3,715.7,795
3,1402.1,4456
4,401.1,79
2,1067.7,6284
4,274.1,50
3,3954.9,31229
3,17572.2,443488
3,4594.7,22330
4,7007.7,38508
2,1479.6,10989
2,1767.1,28376
3,2527,7855
4,342,286
6,4097.3,2571
5,881.3,109
3,1956.4,8135
4,964.2,1727
3,10318,99100
4,2544.1,5283
2,238.8,129
6,2537.1,2003
3,816.5,1388
3,271.2,160
3,920,2828
3,313.3,176
3,813.2,3372
4,332.1,755
6,149.8,0
3,3034.7,20315
2,424.9,986
4,1591.8,2013
2,1136.2,6391
3,1360.3,2263
3,486.7,359
3,7885,80608
9,5863.8,7629
8,5110.5,7228
3,306.4,555
3,3960.4,31573
5,5573.5,16721
6,1604.9,733
7,4749.3,5445
7,754.8,340
3,375.9,399
3,335.1,189
2,1046.4,7402
2,259.5,440
3,387.5,785
3,260.9,137
