elements_per_query,time execution,size_intersection
3,2124,16342
3,298.2,1534
3,379.5,1336
3,159.1,54
6,1258.5,1727
4,285,548
3,602.6,3693
3,726.9,42570
5,194.2,1
4,1988.8,11697
2,1360.9,11427
4,812.6,2114
5,1980.5,7782
3,2816.3,35951
5,488.6,136
4,1290.2,3444
3,3014.6,37925
5,1965.6,10262
3,161.4,51
2,6265.6,138931
5,156.9,3
4,281.2,53
3,700.7,2918
3,310.9,163
4,3558.2,23215
4,169.7,13
3,1220.5,8138
4,1467.5,6027
5,909.7,2286
8,234.9,0
6,370.5,13
2,269.9,2925
6,137.2,1
3,2534.4,30100
4,5308.5,45157
3,610.1,911
2,295.4,1677
2,526.8,3373
4,1677.9,6773
2,2560.9,86701
3,1411,12189
5,1477.3,3418
4,666.7,2948
4,471.6,1227
3,409,223
4,626.8,393
3,947.8,13362
4,1074.1,8821
5,1557.8,5982
4,1628.4,8298
4,1694.9,8759
6,160.7,30
2,457.9,4684
3,965.9,3601
2,449.1,2263
3,1269.8,10578
4,259.4,67
3,2424.4,23282
3,191.5,327
4,528.1,867
3,341,374
3,1936.3,9299
3,3695.5,42712
3,4094.3,46862
3,725.9,2435
3,2116.6,15655
4,193.5,98
5,306.5,82
3,315.2,497
2,138.8,21
6,799.7,324
5,2405.1,7302
3,1489.3,9529
4,1527.3,5724
4,524.4,771
4,1613,5832
3,1222.1,13463
2,1696,35628
4,1510.8,7565
4,179.7,39
6,1728.3,7918
7,896.2,825
3,229.5,295
2,171.6,433
4,2998.5,33505
5,2218.5,8084
6,1459.5,1711
4,5376.9,92508
3,572.7,3795
4,347.4,253
4,625.3,1313
5,299.5,334
3,1625.5,11332
2,403.4,4404
2,889.3,12153
4,423.8,865
3,2472.9,25158
4,273.4,517
3,346.6,2222
4,1436.5,12335
2,178.5,218
5,1112.1,6178
3,3301.5,47172
5,193.8,61
3,1051.5,12878
6,522.9,164
2,8398.4,205793
4,677.6,2217
4,2273.9,8428
5,788.1,1226
5,2635,14540
4,237.7,109
5,190.1,40
4,748,4184
4,171.7,27
2,4310.4,93647
4,4738.3,62894
2,3481.6,88729
3,5219.2,72107
6,1385.5,3932
6,1187,1492
2,639.1,6667
5,630.7,1505
3,361.3,311
4,674.7,960
3,887.3,3740
3,1799.4,31424
3,1554.5,20917
3,288.3,201
6,226.5,201
5,624.8,658
5,479.6,300
4,959.9,4503
3,279.4,658
5,980.3,2696
3,4341.9,62380
3,769.1,2437
6,411.7,185
2,1203.8,11253
3,1347.2,16012
8,332.6,90
3,398.5,389
6,400.6,100
5,1405.8,4196
2,139.7,489
3,2078.7,13201
2,237.8,142
3,200.1,686
4,259.5,84
4,1895,11474
2,12104.5,376694
2,7766.1,175776
5,629.2,709
5,192.1,18
3,1913.8,9268
3,3337.9,35908
2,221.8,1190
2,9227.9,367314
2,360.2,1951
3,2081.9,26743
5,4186.3,27639
6,967.8,777
11,1547.2,891
5,2863.4,19886
3,941.3,9404
3,1030.3,3774
5,662.2,2064
6,162.8,2
4,407.4,1157
3,728.6,2839
3,318.5,673
7,1044.8,486
4,237.1,19
2,1906.1,60054
6,2445.6,6127
4,2302.4,28972
2,1777.5,27781
4,517.6,566
2,868.4,5563
2,359.8,2744
6,302,26
7,1953.9,1910
9,4478.4,11039
2,201.7,437
3,5752.6,109837
4,452.2,2671
6,1531.4,3628
5,556.4,516
2,399,2000
4,271.9,52
3,688.3,3273
4,4554.6,53768
4,618.6,5099
3,10845.7,234677
3,2366,31956
4,1357.9,4326
5,1175.6,6535
5,256,55
4,4610.9,46354
3,536.7,1137
6,1587,3944
2,196,373
5,233.5,89
4,680.5,1659
5,3600.1,30148
3,331.4,622
4,455.1,117
3,366,1256
4,1891.7,12131
3,8663,143977
4,278.4,165
5,789.4,1299
2,1219.2,23390
2,1140,16456
3,2440.3,29803
3,164.1,153
3,652.9,4142
3,455.3,2834
3,1099.8,6446
6,392.8,147
4,981.5,1949
3,1844.1,15847
3,201.8,214
4,2061.3,14277
4,1025,2468
3,605.4,3628
3,1907.5,12849
4,1826.8,6794
3,813.6,3663
3,2389.2,27857
3,504.3,2290
3,257.6,801
2,1580.9,51514
4,1726.4,8683
4,2229.6,14852
4,823.6,1512
5,718.9,567
6,747.7,527
8,794.6,1109
4,444.2,615
4,479.6,130
4,432.5,1085
4,3507.5,63321
2,469.9,1045
4,671.3,1054
2,198.5,557
2,308.3,990
4,382,358
3,467.4,570
3,779.3,1607
4,2260.2,16319
4,2993.1,208512
3,174.2,197
3,320.3,166
7,1230.3,1624
2,158.8,1300
4,710.6,1328
2,1776,23188
2,592.7,3843
4,374.3,652
3,473.8,7693
3,325.7,180
2,216.6,913
7,515.2,84
2,647.9,4905
3,2250.7,20044
2,1774.2,24039
4,745.9,1886
2,626.9,3419
6,358.1,53
7,586.9,339
4,3829.5,28146
6,1111.6,3037
3,188.1,73
3,1966.5,8930
2,5562.3,153074
5,698.3,841
5,343.7,542
2,2486.3,34216
7,1682.1,4600
4,359.6,528
2,549.5,2826
3,2702.6,293012
3,1545.9,20487
10,1051.7,409
4,326.3,236
5,427.1,133
2,1798.5,199061
3,3713.3,53348
3,170.2,87
4,420.9,660
3,242.8,284
4,4192.2,133487
3,292.4,1082
2,379.6,1353
2,193.5,188
3,623.1,6859
4,761.3,986
2,226.8,661
3,2523.8,19324
2,436,1128
4,533.4,731
3,2079.2,11328
4,541.5,2553
3,2343.1,20297
6,269.3,110
4,959.2,2837
6,2065.9,5617
5,1090.4,2040
3,322.3,852
3,2237,20693
7,2170.6,5581
4,290.4,385
4,1357,6312
3,844.1,3235
4,687.3,1645
4,751.9,2295
3,928.3,16756
3,750.6,2329
6,471.2,174
3,2285.4,21048
3,352.6,1588
4,788.7,2277
2,1625.8,17882
2,890.7,9404
6,430,52
3,4366.1,210912
4,4496.2,42887
4,2161,15543
4,1572.6,6458
5,2278.8,11040
5,3417.8,29209
3,459.1,3400
5,4462.5,253690
4,199.7,169
9,2271.8,3076
5,1094.1,3912
4,382.7,285
3,854.8,13270
6,772.2,1434
4,247.8,363
4,8608.2,128296
5,8096.9,98081
4,260.4,49
4,961,3968
5,4450.7,30387
8,1189.1,802
3,1018.1,7547
5,2348.2,13008
2,491.4,5261
4,151.7,1428
4,415.9,238
4,790,1523
4,2266.7,11537
3,3803.5,37278
3,359.8,346
3,1307.2,13292
3,2088.1,46530
2,216.2,2016
4,154,133
3,271.2,1096
4,1835.1,7195
4,298.6,567
3,10007.4,192123
4,6310.4,71318
4,2072.9,7465
4,1683.1,6933
5,285.6,242
4,1497.8,5400
2,696.5,7429
2,392.4,4104
4,1894.4,8367
2,292.6,2697
3,178.2,457
5,275.7,69
2,775.2,6904
3,4081.8,55124
2,840.7,5861
3,552.4,2869
3,3927.1,54130
2,143.6,69
3,183.5,235
6,547.3,762
2,3546.9,72344
4,405.2,382
4,2038.8,18268
3,2039.6,18302
2,746.4,4627
3,257.9,1458
4,382,271
5,577,378
4,1048.7,4392
4,1246.7,5221
3,339.6,356
6,342.2,631
5,290.7,33
4,1095.4,6566
3,260,4642
9,1045.2,360
3,767,5575
2,380.2,5450
5,145,0
3,854.5,4107
3,457.9,3850
8,983.7,1255
2,832.2,5441
4,3440.6,25877
3,416.7,644
3,259.9,1051
3,260.8,805
4,240.6,531
3,978.8,4907
4,459.3,560
3,2277.9,35575
3,146.8,3
6,1510.3,5249
2,233,320
2,725.2,6080
4,259.3,45
6,534.2,186
5,1110.9,2886
3,2920,22880
2,5207.3,138547
5,4313.5,21369
3,3925.9,38212
3,320.9,1004
2,415.2,2328
3,2154.8,15101
5,483.8,1603
5,459.5,1482
5,3344.6,9731
4,559,700
2,4351.1,103327
4,251.2,442
6,891.9,604
6,713.1,243
4,690.4,1046
4,707.2,2006
3,226.5,377
4,2660.1,12757
4,205.8,294
3,162.2,403
2,185.5,591
5,944.9,1472
2,481,1927
5,612.3,685
8,1638.7,1930
3,2463.6,40706
5,9654.4,141410
4,259.4,757
3,4683.2,70968
5,1210.9,1666
5,570.8,4124
5,342.2,176
8,304.4,380
4,236.4,44
3,1953.8,20432
6,526.2,1266
6,625.1,675
2,613.9,5188
4,243.9,141
5,1219.9,4321
3,558,790
3,5463.1,97458
4,348.2,2539
2,889.7,7093
2,295,1504
3,889.2,3057
2,126.7,7
4,2409.5,17385
2,875,19414
4,418.4,294
7,3020.9,9467
2,482.9,2307
3,758.7,8257
4,193.4,208
2,305.4,4547
3,248.2,693
4,167,63
2,125.3,340
4,23277.8,1583682
2,26267,1889081
3,1190.9,5778
3,345.5,4520
3,3796.4,498060
2,342.3,936
3,1252.1,22338
5,776.5,461
3,349.5,2846
2,627.2,3360
6,674.2,626
4,221.2,97
3,372.5,1080
4,2696.8,20312
3,406.4,514
2,302.6,825
4,495.8,913
2,416.2,7398
5,3641,23620
4,1235.1,3430
3,2464.8,14661
2,530.2,4001
2,4305.1,97784
3,502.9,1992
6,1547.6,3366
3,388.8,2525
8,1419.9,1640
3,1928.8,8755
2,372.2,864
4,689.2,408
4,254,30
3,7257.6,514741
5,2117.6,8388
4,189.9,339
3,876.6,2498
4,1239,3176
5,275.2,423
2,176.7,613
2,371.2,820
4,549.5,1249
6,2328.9,7704
5,2268.6,18068
5,161.6,47
5,558.8,2110
2,379.1,2662
3,3375,32794
5,236.7,36
5,299.2,33
5,5784.4,41207
5,9697,111828
4,1018.1,1841
6,1682.7,4575
2,1739,23612
2,503.1,2517
2,295.8,1916
4,326.9,479
5,1095.9,4708
2,1674.5,17686
3,2730.3,29884
2,821.8,3559
4,2370.6,14004
6,2098.8,4764
3,154.8,54
3,398.1,1978
6,659.4,137
5,1471.3,5529
4,9476.2,135301
4,1716.5,5605
3,605.3,1403
6,445.2,27
3,621.2,2376
2,811,17062
7,729.3,564
3,6921.8,673899
3,793,5955
4,2516.4,18883
3,256.6,426
3,852,6450
6,518.1,188
2,470.3,4502
3,2201.1,320918
5,359.2,1430
4,3621.4,22346
4,451.2,659
2,9615.7,863547
2,1682.2,31272
3,193.9,22
4,197.3,54
5,1096.1,1153
3,827.2,1647
4,1494.4,8970
4,2607.5,20851
5,360.1,686
2,195.6,722
3,6023.7,87761
4,463.6,831
2,2554.4,59795
3,220.2,198
4,763.1,1296
5,2318.7,6896
3,815.4,2996
5,1027.6,5284
3,918,2505
5,2710.2,19637
2,5962.6,121340
3,1890.1,11179
5,1602,5308
3,3893.6,38693
6,1225.9,4702
4,2158.4,16866
5,398.2,405
6,881.1,703
2,847.7,138055
4,247.9,290
5,2498.8,8642
3,2104.9,13547
3,2122.5,15049
5,1989.6,12849
4,441.4,185
4,2661.9,16843
5,568,1159
3,228.7,203
3,345.8,503
5,476.1,1147
8,3661.3,8570
4,728,6510
4,2895.4,20614
3,297.2,1374
4,249.2,141
5,1237.9,9284
5,1020.9,4555
3,2872,128507
5,526.4,579
6,200.6,42
3,130.5,276
3,2498.4,24696
3,6476.3,201865
3,526.3,2041
2,205.5,474
3,817.7,7752
5,1386.8,96235
4,814.7,976
4,141,61
3,1676.6,17039
2,161.9,190
3,472.7,3300
6,304.3,170
4,525,1120
5,128.2,12
3,648.3,4260
4,686.8,1521
4,343,183
5,819.7,653
5,7525,58384
7,500,444
3,339.7,420
3,470.7,1514
3,2403.1,25824
2,23137.9,2452383
4,262.4,68
4,1085.7,6337
3,304.4,106
5,1169.6,1821
5,908.3,1202
3,2515.7,16229
2,529.3,3272
2,207,818
3,131.9,30
2,723.8,12853
3,552,9928
7,346.8,32
3,1238.2,4030
4,619.3,1047
3,971.4,5387
5,669.6,2603
3,378,1607
3,698.9,3527
3,353.8,599
3,614.4,3894
11,1116.5,1245
2,1099.9,9079
4,481.1,781
4,1306.1,5287
4,288.9,178
3,6100.1,88754
3,319.9,644
4,607,508
2,669.3,3231
3,193.5,379
5,597.5,2650
4,5109,72533
5,332.9,148
3,479,1461
5,386.3,182
2,223.5,1153
4,1016.8,2662
3,2580.1,25121
4,476.8,1094
4,161.7,127
6,1074.8,952
3,1804.4,360332
8,210.4,1
3,2054.2,15994
2,490.3,5325
4,402.1,553
4,2352.1,16181
4,1908.1,14031
4,730.9,1170
4,232.1,200
4,236.7,79
2,344.5,4830
2,1056.1,5686
4,477.9,1565
3,7286.5,111150
5,793,2610
4,842.5,2133
4,619.9,944
4,182.1,66
4,2414.1,161154
5,485.7,204
3,325.3,352
4,2588.8,20866
5,564.6,134
5,359.3,401
5,2233.7,10853
6,241.6,52
2,853,13927
4,2478.9,13896
3,400.1,1385
2,522.6,2329
6,2554.2,5809
3,415.5,1194
2,1577.1,50121
3,266.9,667
8,1799.4,1879
7,1434.3,2273
3,372.5,1645
2,194.2,475
5,9373.7,446254
6,241.5,4
3,937.1,3700
2,2474.4,45422
4,811.9,23376
2,7225.9,187512
4,2095.4,24332
3,1064.8,9342
4,222.9,191
3,478.1,4102
4,5653.7,58712
2,615.7,5188
2,679.8,4092
4,23055,1583682
2,494.8,4709
3,854,4612
4,3727.1,111426
2,1276.8,15830
2,1244.1,21449
3,336.3,290
5,1605.7,3847
2,232.2,775
5,4500.2,54301
6,1857.7,10252
3,540.5,3543
4,2822.7,17208
3,426.8,16065
7,858,92
3,488.2,4530
3,1577.5,21977
4,2253.8,11584
4,546.8,1750
3,2163.7,23768
3,477.6,460
2,158.9,74
4,1774,9024
3,521.1,1566
3,7189,129249
3,185.1,478
3,485.7,2342
3,257.2,198
3,729.1,1941
3,1429.8,11432
5,2179.9,10346
3,1081.6,4598
3,2030.6,30031
3,204.3,189
3,5317.9,65690
3,267,237
6,662.5,569
3,10613.5,233712
4,841.8,1978
2,651.3,6595
8,219.5,4
3,8056,368176
2,6238.9,144564
3,216.6,797
2,422.1,3442
3,270.3,735
3,7451.3,149854
2,165.2,92
3,4623.7,54936
3,1273,7801
8,1061.3,271
3,381,611
3,651.6,4249
4,250.1,50
4,298.4,406
5,1211.4,4082
4,5376.9,56908
5,328,293
3,182.5,53
3,1674.5,9976
3,4326,43842
3,846.5,3898
4,1421.5,7793
5,3264.1,22437
6,1237.7,1520
4,883,670
4,1305.6,3033
3,1415.1,5272
4,353.1,440
4,218.4,20
8,425.9,197
3,127.7,102
3,336.7,288
3,277.8,956
6,668.8,313
4,135.8,7
6,1097.4,713
3,5605.7,81378
3,258.6,2841
2,1096.7,7603
3,1331.6,6616
4,292.6,60
3,1014.2,5437
3,12122.9,1242253
3,1005.9,4657
3,270.6,397
7,590.3,1918
2,581.3,3727
5,473.5,485
5,1159.8,2298
6,230.9,92
4,170.5,4
4,3583.8,27924
4,2318.8,13701
3,230.1,933
2,1631.7,28388
4,4141.5,34509
3,170.4,50
3,237.6,69
4,1864.1,7978
4,1970.2,6858
5,285,307
4,3524.5,27547
3,2068,20079
4,176.8,8
3,246.7,213
4,1291.8,2580
6,763.9,1273
5,369.5,373
2,2296,31832
2,287.9,5740
3,205.6,1368
3,1879.4,8659
3,655.8,5654
4,2503,18590
4,2120.9,5602
3,359,3559
4,484.6,366
4,1013.7,2790
3,2139.9,25976
4,650.4,1131
4,2998.3,23449
4,650.7,655
3,1270.1,95442
3,213.7,478
3,763.9,2706
3,660.4,1975
4,868.2,1905
3,1899.5,10899
6,642.3,442
4,402.4,591
11,1012.2,1353
6,636.7,813
3,321.1,1236
3,255.2,7417
5,2092.5,15542
4,890.7,1600
3,2618.7,28078
3,949.7,10040
7,2364.3,4099
4,980.9,2540
4,704.6,2895
2,313.5,544
2,167.2,263
2,189.5,947
3,2240.3,33609
3,4090,61198
3,629.5,2078
5,3629,357265
5,978.9,1864
5,1629.7,8111
2,389.4,5370
3,787.6,2955
3,4824.2,64962
6,265.8,340
3,595.9,1758
3,4243.1,49954
3,1183.5,33920
5,4387.9,31049
3,1764.3,51130
3,4827.5,70886
3,307,715
4,532.9,397
2,1476.9,26574
4,376.4,387
2,394.8,4646
4,222,485
3,1611.6,19715
4,495.9,2589
4,446.9,705
3,743.9,12211
5,247.3,79
3,468.8,982
5,1365.8,3164
6,532.7,412
3,847.7,5655
3,640.1,1221
3,611,4736
2,1594,20446
4,206.9,196
3,8644.8,324394
4,2932.4,14700
10,757.9,489
4,736.8,469
5,2676.8,11488
4,868,3103
3,2100,33395
6,1020.3,702
4,1029,4963
5,935.5,848
4,433.2,825
9,4008.2,7390
3,178.3,132
3,813.8,8329
4,833.5,1531
4,427.5,584
5,1234,1916
6,2205.1,6536
8,546.2,170
2,471.9,3798
2,1100.2,8841
4,4260.6,37061
5,273.1,254
5,757.1,696
6,674,387
4,1636,19436
3,666.4,6808
3,488.7,1903
5,259.5,125
3,179.8,21
3,3058.2,33377
5,654.6,9559
6,524.3,1077
4,3126,14008
3,251.2,538
5,912.7,1198
3,1760.6,14322
5,241.3,20
2,2540.2,42801
5,5857.5,48747
4,3382.6,14316
2,228.2,516
5,644.5,1418
2,613.6,5790
3,5791.6,76232
2,4575.2,145698
3,226.3,294
6,4160.8,24111
4,4832.1,157767
4,283,1054
5,4243.1,31720
7,139.7,1
3,448.9,2053
2,493.7,5128
4,178.3,5
3,2051.2,14899
3,1173.9,9116
6,3217.8,19195
2,3190.5,51744
3,346.7,272
4,740.7,1029
4,277.1,495
2,2201.2,30858
3,184.1,97
3,7574.4,479635
4,473.2,592
4,1698.2,12810
3,452.2,1489
3,1149.3,10423
5,176.8,16
3,536.8,480
5,975.6,2929
3,452,5431
3,519.5,2474
3,163.9,7
3,708.8,4494
3,1504.7,6657
4,1334.5,3897
4,248.5,388
3,1149.5,12076
7,388.8,56
2,1073.9,9931
8,248.2,0
4,263.2,36
4,153.3,12
3,197.5,163
5,1241.1,2751
4,2929.3,34991
7,319.9,127
4,2914.4,21185
3,1440.8,19601
3,259.5,917
4,308.5,430
2,3676.8,62817
2,1931.7,48073
3,1176.5,5405
3,292.2,928
3,400.6,543
4,233,345
3,587.3,5564
5,492.2,816
5,450.8,1119
3,1021.6,6108
7,2444.6,6183
2,450.9,2091
7,213.1,5
4,587.2,1101
4,1674.9,8436
4,818.9,5385
4,275.9,1695
3,1612.3,8960
4,248.2,87
4,280.3,600
4,2428,251631
3,4513.7,71737
6,193.1,5
2,16993.1,1003633
2,1592.8,22351
3,371.1,672
5,1885.6,6363
5,819.4,1280
5,269.9,179
4,5203.4,54088
5,1336.1,2995
4,5002.9,57230
5,5670.4,40676
5,957.6,5534
4,1741.9,26820
3,871.4,4250
4,1672.1,8234
3,428.2,3104
2,387.2,2485
2,747,7066
2,234.2,662
2,416,1728
2,7604.6,181972
7,195.2,14
4,2193.6,7446
4,239.4,274
2,977,11470
4,222.5,90
6,857.9,593
2,485.6,4163
4,200.2,36
2,192.8,387
4,2406.5,13287
3,1593.8,10174
4,982.7,5894
5,577.2,661
4,1423.7,3333
3,424.3,639
7,506.9,553
2,686.4,3420
5,2508.3,12697
5,444.9,164
2,145.4,166
4,391,194
5,764.4,697
2,820.3,4717
3,673.1,2089
5,254.7,83
3,1897,15382
5,1194.9,1811
4,154.2,3
3,4808.4,48617
2,201,725
3,1955.4,12065
4,1066.3,5108
2,274.7,1475
4,372.8,15206
3,1593.4,13807
3,253.1,2841
5,890,1041
4,455.5,1451
3,599,1014
3,1938.2,17835
3,287.1,211
4,464.4,799
4,492.2,783
4,135.2,8
3,256.6,212
4,529,1713
2,2481.9,54294
2,1309.5,13619
4,525.7,193
4,973.5,2087
7,169.3,1
4,4083.5,50274
3,614.8,1923
2,423.7,849
3,857.9,8849
5,867.9,6181
3,886.5,1598
7,546.6,38
2,297.3,1028
5,681.7,966
3,247.2,2469
4,450.3,606
4,1114.3,4843
5,227.7,16
5,1285.2,2317
3,2475.6,27987
2,1013.3,8130
3,3716.6,71488
3,2817.1,42240
2,237.5,1321
2,660.4,5678
6,398,456
3,236.3,177
2,1112.9,9581
2,512.7,3644
3,1587.1,7403
3,124.2,7
2,244.8,821
3,7262.7,149318
3,1476.7,11706
3,5590.3,76451
4,1689.3,7143
3,1752.4,13096
4,1460.5,3707
3,271.5,232
3,1249.1,4809
3,3860,374239
4,2583.8,16847
2,2258.6,86649
3,208,58
2,3459.1,76346
3,2056.3,17674
6,188,42
4,1003.7,1896
8,294.4,3
2,896.2,10983
3,622.9,545
3,3498.1,32331
7,4195.5,19117
4,812.4,2903
3,339,387
2,304.7,1572
3,1383.5,7374
4,3047,31980
7,343.7,225
2,383.4,906
2,471.8,5933
3,336.4,255
2,591.6,4007
3,329.9,1954
5,3339.3,19359
2,5687.2,382000
3,139.7,38
3,10149.8,211617
3,5225.3,252630
7,1663.8,1926
3,274,1045
3,276.6,869
3,606.8,3734
5,2612.5,8799
4,730,2620
4,1701.7,9680
4,378.9,238
3,635.6,8009
5,246.9,68
3,303.8,346
4,267.6,192
4,352,311
5,1303.6,4274
3,387.2,3375
4,418.1,2260
3,3257,37112
4,2664,12511
4,196.4,17
7,665.9,554
2,1384.2,16073
3,832.5,2233
6,1406.6,1474
5,255.1,34
3,1047,6887
3,1525.9,6449
3,263.1,2404
3,285.1,897
7,2475.2,4092
4,3527.8,31148
3,248.7,174
5,238.9,135
3,1033.4,4571
3,376.4,844
2,837.7,5989
5,959.8,2704
3,161.2,60
6,789.2,1029
2,422.7,4091
2,1911,30622
6,167.9,3
5,300.9,224
3,693.8,2099
2,794.5,9671
2,584.4,4728
3,6439.5,94316
7,372.2,1240
3,3054.8,36132
5,2491.6,12768
2,178.3,196
3,218.8,87
3,2434.6,17284
6,361.6,210
4,705.9,5382
6,711.1,877
2,1865.9,30698
3,6915.5,106660
3,252.1,115
3,447.6,1398
5,592.8,368
4,176.5,53
2,538.2,4311
3,3227.3,33258
4,173.1,120
7,703.7,118
3,387.9,2477
3,504.2,1337
3,1483.4,9262
3,700.5,2421
4,323,317
3,373.5,1442
2,1352.2,18915
5,450.5,140
4,528.5,781
3,483.7,3203
3,270.9,1010
4,3178.6,28837
3,212.8,1563
2,353.1,6018
4,1067.8,3198
3,348.8,749
5,877.3,5787
3,305.6,1148
5,1436.3,7686
2,559.6,2466
5,567.1,434
4,759.8,5880
2,623.7,7577
3,573.3,2034
3,409.7,2147
2,300.7,2156
3,653.1,2715
3,2831.6,37126
4,1691.5,7655
3,368.3,763
4,358,142
7,966.9,1967
3,242.7,139
3,183.4,40
5,376.9,54
3,2749.8,37584
3,546.6,2714
3,320.2,1084
4,2782.5,17487
3,1179,4955
3,620.6,3149
3,293.1,329
3,225.2,328
7,343.5,384
7,2719.7,5125
4,2612.9,25153
10,2734.9,3495
8,288.1,130
5,2168.5,7752
3,2408.8,20640
7,228.2,4
4,138.1,1
3,533.8,2291
3,1025.2,7974
3,158.7,55
3,1059.6,9072
3,4616.4,47834
6,265.6,8
6,4702,20493
3,1697.1,12983
3,2562.1,18808
3,220.4,1080
3,3365.1,223433
3,5789.2,76334
3,575.4,1800
2,181.5,590
5,2587.2,9929
4,187.3,45
5,602.2,1314
3,379.2,393
3,1769.2,14707
5,367.9,200
3,12007.8,705964
2,357.5,7766
2,131.3,2
4,297.6,142
5,1873.3,9748
3,275.6,329
3,373.8,2627
2,301.7,829
3,2306.4,34548
3,499.2,1349
5,3908.4,20668
3,1952.8,11949
4,760.5,1129
3,473.8,879
2,1534.3,15838
4,198.2,100
3,490.7,795
3,943.4,4456
4,276.5,79
2,796.3,6284
4,204.4,50
3,2682.4,31229
3,11695.2,443488
3,2370.3,22330
4,3099.7,38508
2,1126.8,10989
2,1286.8,28376
3,1761.1,7855
4,263.2,286
6,2392.3,2571
5,563.3,109
3,1323.2,8135
4,602.8,1727
3,6890.1,99100
4,1547.3,5283
2,211.6,129
6,1493.5,2003
3,594.8,1388
3,225.5,160
3,643.1,2828
3,234.1,176
3,565.9,3372
4,244.6,755
6,134.7,0
3,2004.5,20315
2,349.3,986
4,999.5,2013
2,849,6391
3,934.3,2263
3,350.4,359
3,5323.4,80608
9,3220,7629
8,2868.7,7228
3,243.2,555
3,2653.1,31573
5,3221.2,16721
6,970.6,733
7,2739.9,5445
7,486.2,340
3,282.7,399
3,260.3,189
2,786.6,7402
2,211.2,440
3,290,785
3,217.5,137
3,3876,36417
4,5194.8,49971
4,546.9,361
4,1170.3,5456
3,1742.3,15678
4,740.1,2630
4,1881.1,14155
2,3681.2,111007
4,303.4,228
6,2040.2,6120
6,2190.5,4853
3,1127.6,7119
4,1770.1,7624
2,12318.9,586487
5,784.4,1187
2,342.7,3398
4,392.3,297
4,370.8,1029
5,522.1,668
4,854.6,13410
4,306.7,150
6,976.6,1373
4,1522.4,8295
2,975.3,9017
3,1801.9,13510
3,2876,24766
6,241.8,59
13,1156.6,309
7,2027.6,5481
3,560.3,1140
5,612.7,1292
3,715.5,5671
2,269.8,1043
3,912,5475
5,1084.7,2097
5,2078.2,14281
4,988.5,10406
4,3446.2,24778
4,752.4,1664
4,578.9,1079
4,240.5,193
2,213,268
3,285.5,277
5,208.1,21
5,366.7,488
4,648.4,896
3,1713.5,11303
6,1040.3,1121
4,441.7,672
4,4469.7,57971
2,2739.1,40683
4,393.5,1456
4,548.3,596
4,1283,5063
2,196.3,343
3,1546,14849
4,3513.7,35001
5,1758.2,5292
3,235.2,549
2,1105.1,14468
6,926.7,1144
5,336.1,80
3,1300.3,8312
2,311.9,1294
3,10238.9,213387
4,254.4,524
5,160.3,16
3,1313.6,7389
3,276.3,232
3,562.3,1109
4,169,38
4,367.9,2182
4,1858.9,13748
4,2351.8,95764
3,261.6,136
4,593.2,847
2,653.7,5208
4,224.9,233
6,5600.8,29711
7,368.6,155
4,288.2,563
2,795,38937
5,235.8,51
5,819.4,1026
2,1936,33444
3,257.6,634
2,530.9,6529
5,1302.9,4053
7,943.3,1539
4,498,1564
4,2460.5,11944
7,943,1020
4,2096.7,23183
4,2867.4,39087
2,353.9,599
4,2418.7,13962
4,403.9,347
3,211.8,717
2,180.2,198
4,916.4,3091
2,339.5,646
2,916.6,10107
5,3122,18253
3,2577.8,53618
4,495.1,770
2,709.7,3748
2,145.5,62
4,1321.8,8984
5,323.1,272
5,326,2400
5,2587.6,11132
3,563.6,1452
2,283.2,1123
3,257.9,69
4,1587.1,9084
4,499.8,609
4,3811.5,24170
3,4720.5,70061
2,1621.4,24388
3,1774.5,9734
3,1668.3,28440
7,246.4,24
2,260.6,1167
4,2530.6,15431
3,203,160
4,1260.4,4712
4,421.2,1264
4,207.2,126
2,1635.6,16946
3,1354,5966
3,4842.7,55778
3,253.6,2750
3,508.1,2265
3,248.1,126
6,771.6,772
5,3622.4,28441
2,203,357
4,620.1,1824
5,2683.7,8996
3,589.5,876
7,3333.9,6781
4,1088.9,3273
4,1409.6,9524
2,589.2,97849
2,461.5,7980
3,656.3,2724
4,1848.5,6913
3,321.1,487
3,345.6,603
3,1174.7,8327
3,4461.3,56902
3,860.2,2872
2,207.7,925
2,573.5,2203
2,394.9,2379
3,184.3,27
4,1872.5,5494
4,206.2,343
3,2405.5,28246
4,412.8,105
5,1173.1,3474
3,616.9,2661
7,319.5,17
2,156.3,55
3,161,92
3,828.4,14612
3,1208.5,7201
2,409.5,1297
3,155.5,59
3,299.4,335
6,2347.6,14713
3,1416.3,10150
4,180.8,25
4,4545.3,278280
4,158.7,4
10,833.2,396
3,219.9,244
4,456.6,805
3,486.6,1100
2,183.7,343
4,379.8,298
6,2635.5,12431
3,542.6,1885
6,2255.9,5807
4,382.7,478
3,514.7,1334
5,965.7,1609
2,447.6,1619
6,531.8,406
2,1540,21869
2,450.2,1247
5,3173,34370
4,2473.7,11045
4,814.5,1616
2,177.8,150
5,802.5,912
4,1597.9,4244
6,735.8,239
4,749.9,1759
5,1126.4,2591
5,122.3,0
6,1475.3,3991
3,186.6,161
2,745.7,15312
4,261.6,481
3,669.9,3382
3,9604.2,193726
3,2470.4,22556
4,874.4,3431
4,2152.2,15724
6,1690.3,2703
2,455.9,2735
5,664.2,418
